time,lat,lon,label,user,trajectory
2011-09-21 01:31:17,39.9799316666667,116.326736666667,2,20,1
2011-09-21 01:31:18,39.9799366666667,116.326708333333,2,20,1
2011-09-21 01:31:19,39.9799433333333,116.326678333333,2,20,1
2011-09-21 01:31:20,39.979945,116.326646666667,2,20,1
2011-09-21 01:31:21,39.9799466666667,116.326613333333,2,20,1
2011-09-21 01:31:22,39.979955,116.32658,2,20,1
2011-09-21 01:31:23,39.9799666666667,116.326551666667,2,20,1
2011-09-21 01:31:24,39.9799666666667,116.326521666667,2,20,1
2011-09-21 01:31:25,39.97998,116.326485,2,20,1
2011-09-21 01:31:26,39.9799733333333,116.32646,2,20,1
2011-09-21 01:31:27,39.97997,116.326436666667,2,20,1
2011-09-21 01:31:28,39.9799683333333,116.326408333333,2,20,1
2011-09-21 01:31:29,39.9799633333333,116.32638,2,20,1
2011-09-21 01:31:30,39.9799583333333,116.326356666667,2,20,1
2011-09-21 01:31:31,39.9799566666667,116.326328333333,2,20,1
2011-09-21 01:31:32,39.9799816666667,116.3263,2,20,1
2011-09-21 01:31:33,39.980005,116.326268333333,2,20,1
2011-09-21 01:31:34,39.97999,116.32623,2,20,1
2011-09-21 01:31:35,39.9799716666667,116.32619,2,20,1
2011-09-21 01:31:36,39.9799716666667,116.326135,2,20,1
2011-09-21 01:31:37,39.9799716666667,116.32606,2,20,1
2011-09-21 01:31:38,39.9799766666667,116.325995,2,20,1
2011-09-21 01:31:39,39.9799633333333,116.325943333333,2,20,1
2011-09-21 01:31:40,39.9799666666667,116.325905,2,20,1
2011-09-21 01:31:41,39.979985,116.325873333333,2,20,1
2011-09-21 01:31:42,39.9799883333333,116.325836666667,2,20,1
2011-09-21 01:31:43,39.9799966666667,116.325805,2,20,1
2011-09-21 01:31:44,39.98001,116.325775,2,20,1
2011-09-21 01:31:45,39.9800166666667,116.325741666667,2,20,1
2011-09-21 01:31:46,39.9800216666667,116.325708333333,2,20,1
2011-09-21 01:31:47,39.9800316666667,116.325658333333,2,20,1
2011-09-21 01:31:48,39.980035,116.325608333333,2,20,1
2011-09-21 01:31:49,39.980035,116.325561666667,2,20,1
2011-09-21 01:31:50,39.980035,116.325516666667,2,20,1
2011-09-21 01:31:51,39.9800316666667,116.325481666667,2,20,1
2011-09-21 01:31:52,39.9800283333333,116.325456666667,2,20,1
2011-09-21 01:31:53,39.9800216666667,116.325428333333,2,20,1
2011-09-21 01:31:54,39.979995,116.325388333333,2,20,1
2011-09-21 01:31:55,39.9799683333333,116.325363333333,2,20,1
2011-09-21 01:31:56,39.9799466666667,116.325323333333,2,20,1
2011-09-21 01:31:57,39.9799283333333,116.325286666667,2,20,1
2011-09-21 01:31:58,39.9799216666667,116.325266666667,2,20,1
2011-09-21 01:31:59,39.9798933333333,116.325235,2,20,1
2011-09-21 01:32:00,39.9798766666667,116.325216666667,2,20,1
2011-09-21 01:32:01,39.979865,116.325185,2,20,1
2011-09-21 01:32:02,39.9798583333333,116.325155,2,20,1
2011-09-21 01:32:03,39.9798533333333,116.325095,2,20,1
2011-09-21 01:32:04,39.9798516666667,116.32506,2,20,1
2011-09-21 01:32:05,39.9798233333333,116.324981666667,2,20,1
2011-09-21 01:32:06,39.9798116666667,116.324941666667,2,20,1
2011-09-21 01:32:07,39.9797933333333,116.324888333333,2,20,1
2011-09-21 01:32:08,39.9797783333333,116.324816666667,2,20,1
2011-09-21 01:32:09,39.9797716666667,116.32477,2,20,1
2011-09-21 01:32:10,39.97977,116.32471,2,20,1
2011-09-21 01:32:11,39.9797683333333,116.324653333333,2,20,1
2011-09-21 01:32:12,39.9797733333333,116.324603333333,2,20,1
2011-09-21 01:32:13,39.9797733333333,116.324548333333,2,20,1
2011-09-21 01:32:14,39.9797666666667,116.324488333333,2,20,1
2011-09-21 01:32:15,39.979765,116.324441666667,2,20,1
2011-09-21 01:32:16,39.9797633333333,116.324378333333,2,20,1
2011-09-21 01:32:17,39.979765,116.324315,2,20,1
2011-09-21 01:32:18,39.9797716666667,116.32427,2,20,1
2011-09-21 01:32:19,39.9797566666667,116.324228333333,2,20,1
2011-09-21 01:32:20,39.97974,116.32419,2,20,1
2011-09-21 01:32:21,39.9797283333333,116.324156666667,2,20,1
2011-09-21 01:32:22,39.9797166666667,116.324135,2,20,1
2011-09-21 01:32:23,39.9797016666667,116.324116666667,2,20,1
2011-09-21 01:32:24,39.9796916666667,116.324096666667,2,20,1
2011-09-21 01:32:25,39.9796866666667,116.324088333333,2,20,1
2011-09-21 01:32:26,39.9796716666667,116.324036666667,2,20,1
2011-09-21 01:32:27,39.979675,116.323995,2,20,1
2011-09-21 01:32:28,39.9796816666667,116.323956666667,2,20,1
2011-09-21 01:32:29,39.979675,116.323908333333,2,20,1
2011-09-21 01:32:30,39.97967,116.323856666667,2,20,1
2011-09-21 01:32:31,39.9796616666667,116.323801666667,2,20,1
2011-09-21 01:32:32,39.9796533333333,116.323748333333,2,20,1
2011-09-21 01:32:33,39.9796466666667,116.323701666667,2,20,1
2011-09-21 01:32:34,39.97964,116.32366,2,20,1
2011-09-21 01:32:35,39.979635,116.323623333333,2,20,1
2011-09-21 01:32:36,39.9796283333333,116.323596666667,2,20,1
2011-09-21 01:32:37,39.97962,116.323565,2,20,1
2011-09-21 01:32:38,39.979625,116.323531666667,2,20,1
2011-09-21 01:32:39,39.9796216666667,116.323496666667,2,20,1
2011-09-21 01:32:40,39.97962,116.323475,2,20,1
2011-09-21 01:32:41,39.979615,116.323463333333,2,20,1
2011-09-21 01:32:42,39.979615,116.323438333333,2,20,1
2011-09-21 01:32:43,39.9796133333333,116.323413333333,2,20,1
2011-09-21 01:32:44,39.9796133333333,116.323388333333,2,20,1
2011-09-21 01:32:45,39.979615,116.323346666667,2,20,1
2011-09-21 01:32:46,39.9796183333333,116.323308333333,2,20,1
2011-09-21 01:32:47,39.97962,116.32328,2,20,1
2011-09-21 01:32:48,39.97962,116.323246666667,2,20,1
2011-09-21 01:32:49,39.9796183333333,116.323216666667,2,20,1
2011-09-21 01:32:50,39.9796166666667,116.323181666667,2,20,1
2011-09-21 01:32:51,39.9796183333333,116.323143333333,2,20,1
2011-09-21 01:32:52,39.9796233333333,116.323111666667,2,20,1
2011-09-21 01:32:53,39.9796166666667,116.323088333333,2,20,1
2011-09-21 01:32:54,39.9796166666667,116.32304,2,20,1
2011-09-21 01:32:55,39.97961,116.323008333333,2,20,1
2011-09-21 01:32:56,39.979605,116.322971666667,2,20,1
2011-09-21 01:32:57,39.9796066666667,116.32292,2,20,1
2011-09-21 01:32:58,39.9796033333333,116.322868333333,2,20,1
2011-09-21 01:32:59,39.9796216666667,116.32286,2,20,1
2011-09-21 01:33:00,39.9796466666667,116.32284,2,20,1
2011-09-21 01:33:01,39.9796683333333,116.322808333333,2,20,1
2011-09-21 01:33:02,39.9796783333333,116.322778333333,2,20,1
2011-09-21 01:33:03,39.979695,116.322746666667,2,20,1
2011-09-21 01:33:04,39.9797,116.322715,2,20,1
2011-09-21 01:33:05,39.979715,116.322666666667,2,20,1
2011-09-21 01:33:06,39.9797266666667,116.322616666667,2,20,1
2011-09-21 01:33:07,39.97973,116.322561666667,2,20,1
2011-09-21 01:33:08,39.97973,116.322511666667,2,20,1
2011-09-21 01:33:09,39.9797266666667,116.322453333333,2,20,1
2011-09-21 01:33:10,39.9797133333333,116.322396666667,2,20,1
2011-09-21 01:33:11,39.97969,116.322363333333,2,20,1
2011-09-21 01:33:12,39.9796716666667,116.322341666667,2,20,1
2011-09-21 01:33:13,39.9796716666667,116.322325,2,20,1
2011-09-21 01:33:14,39.9796683333333,116.322286666667,2,20,1
2011-09-21 01:33:15,39.9796766666667,116.322266666667,2,20,1
2011-09-21 01:33:16,39.9796716666667,116.322236666667,2,20,1
2011-09-21 01:33:17,39.9796733333333,116.322196666667,2,20,1
2011-09-21 01:33:18,39.9796766666667,116.322138333333,2,20,1
2011-09-21 01:33:19,39.9796833333333,116.322076666667,2,20,1
2011-09-21 01:33:20,39.9796766666667,116.322015,2,20,1
2011-09-21 01:33:21,39.9796666666667,116.321963333333,2,20,1
2011-09-21 01:33:22,39.9796566666667,116.321913333333,2,20,1
2011-09-21 01:33:23,39.9796483333333,116.321871666667,2,20,1
2011-09-21 01:33:24,39.97964,116.321826666667,2,20,1
2011-09-21 01:33:25,39.9796283333333,116.321781666667,2,20,1
2011-09-21 01:33:26,39.9796133333333,116.321736666667,2,20,1
2011-09-21 01:33:27,39.9795883333333,116.321683333333,2,20,1
2011-09-21 01:33:28,39.9795683333333,116.321648333333,2,20,1
2011-09-21 01:33:29,39.9795483333333,116.321588333333,2,20,1
2011-09-21 01:33:30,39.97955,116.321545,2,20,1
2011-09-21 01:33:31,39.979555,116.321496666667,2,20,1
2011-09-21 01:33:32,39.9795533333333,116.32144,2,20,1
